,Sales,Profit %,Profit,Cost,order_year
2014-01-03,16.448,50.94339622641506,5.551199999999998,10.896800000000002,2014
2014-01-04,96.02,-7.7044959397900685,-21.996700000000004,118.0167,2014
2014-01-05,19.536,33.33333333333333,4.884,14.652000000000001,2014
2014-01-06,489.6777777777778,53.94171436996506,150.8947111111111,338.7830666666667,2014
2014-01-07,43.579,-52.406417112299465,-35.981049999999996,79.56005,2014
2014-01-09,20.272000000000002,29.870129870129855,5.458999999999998,14.813000000000002,2014
2014-01-10,27.415,79.08538535337385,11.32685,16.08815,2014
2014-01-11,9.94,44.927536231884055,3.0813999999999995,6.8586,2014
2014-01-13,323.0722727272727,41.547099146619765,61.23987272727272,261.8324,2014
2014-01-14,61.96,-46.23655913978495,-53.28560000000001,115.24560000000001,2014
2014-01-15,149.95,78.5714285714286,65.97800000000001,83.97199999999998,2014
2014-01-16,74.991,4.416990495809717,-1.483375000000004,76.47437500000001,2014
2014-01-18,64.864,11.111111111111116,6.486400000000003,58.3776,2014
2014-01-19,94.64850000000001,-0.34339098046758565,-71.9994,166.6479,2014
2014-01-20,157.2864705882353,45.2322273666181,34.37467647058823,122.91179411764706,2014
2014-01-21,25.248,19.402985074626862,4.102799999999999,21.145200000000003,2014
2014-01-23,23.009999999999998,46.15384615384615,9.6192,13.390799999999999,2014
2014-01-26,121.91666666666667,56.78812741567089,16.703,105.21366666666667,2014
2014-01-27,142.22333333333333,25.941719971570716,3.227566666666668,138.99576666666667,2014
2014-01-28,3.9280000000000004,50.94339622641508,1.3256999999999999,2.6023000000000005,2014
2014-01-30,120.25,42.45548266166822,5.825100000000001,114.4249,2014
2014-01-31,290.666,1.1904761904761865,3.4195999999999884,287.2464,2014
2014-02-01,468.90000000000003,78.57142857142861,206.31600000000006,262.58399999999995,2014
2014-02-02,70.54866666666668,18.929117797042316,2.384166666666665,68.1645,2014
2014-02-03,48.556000000000004,48.14814814814814,15.7807,32.7753,2014
2014-02-04,44.794666666666664,65.45718432510884,17.047733333333333,27.746933333333335,2014
2014-02-06,82.628,26.505936730491598,19.120824999999996,63.507175000000004,2014
2014-02-07,90.16,46.542827657378766,29.674400000000006,60.48559999999999,2014
2014-02-08,14.56,61.29032258064516,5.5328,9.0272,2014
2014-02-11,227.0444444444445,54.35898747542888,32.614277777777765,194.43016666666665,2014
2014-02-12,129.568,-15.789473684210536,-24.29400000000002,153.86200000000002,2014
2014-02-14,144.18149999999997,39.294926303854865,30.0441,114.1374,2014
2014-02-15,21.36,50.943396226415096,7.209,14.151,2014
2014-02-16,4.519999999999999,-62.5874125874126,-7.8290000000000015,12.349,2014
2014-02-17,54.208,19.402985074626862,8.808799999999998,45.3992,2014
2014-02-18,18.892,-23.850574712643684,-6.923400000000001,25.8154,2014
2014-02-20,31.863333333333333,66.69094794094794,11.853733333333333,20.009600000000002,2014
2014-02-21,8.849999999999998,-60.7843137254902,-13.717499999999998,22.567499999999995,2014
2014-02-22,19.44,92.3076923076923,9.3312,10.1088,2014
2014-02-23,5.682,-4.9204587495375485,-2.261249999999999,7.943249999999999,2014
2014-02-24,27.836000000000002,50.943396226415075,9.394649999999999,18.441350000000003,2014
2014-02-27,19.456000000000003,21.212121212121193,3.404799999999998,16.051200000000005,2014
2014-03-01,220.31509999999997,0.6705485986325057,-20.896140000000017,241.21124,2014
2014-03-02,50.596000000000004,63.35640250734589,14.0028,36.5932,2014
2014-03-03,149.54355555555557,13.95480940608228,-69.97765555555557,219.5212111111111,2014
2014-03-04,185.22600000000003,11.455108359133112,10.03889999999998,175.18710000000004,2014
2014-03-05,141.11239999999998,54.8666011594526,52.238020000000006,88.87438,2014
2014-03-07,195.13275000000002,24.80386908402369,16.76923749999999,178.3635125,2014
2014-03-10,247.3186666666667,34.181574751825515,1.3961999999999684,245.92246666666674,2014
2014-03-11,114.78925000000001,51.55365028862167,34.882625000000004,79.90662499999999,2014
2014-03-14,191.6863636363636,41.76158542983303,48.045672727272716,143.64069090909092,2014
2014-03-15,74.1564,-0.3758806002010019,6.719599999999995,67.43680000000002,2014
2014-03-16,471.92,6.6666666666666705,29.49500000000002,442.425,2014
2014-03-17,208.43989473684212,56.47145677679964,-43.781957894736834,252.22185263157894,2014
2014-03-18,2555.1559999999995,22.308095716904855,-86.79171818181837,2641.947718181818,2014
2014-03-19,84.39457142857145,20.937276205054562,9.805042857142853,74.58952857142857,2014
2014-03-21,373.6196363636364,42.3267178075348,95.94304545454548,277.6765909090909,2014
2014-03-22,92.81859999999999,3.043279948092325,-10.186900000000001,103.00550000000001,2014
2014-03-23,315.0213333333333,29.983316649983312,42.30746666666668,272.71386666666666,2014
2014-03-24,32.69,72.46462264150944,13.137899999999998,19.5521,2014
2014-03-25,91.8292,42.71612109063044,19.33368,72.49552000000001,2014
2014-03-26,29.026000000000003,40.527612342836804,6.15316,22.872840000000004,2014
2014-03-28,455.95099999999996,19.111226285425488,-2.7688499999999863,458.71984999999995,2014
2014-03-29,890.8409999999999,-14.634146341463417,-152.7156,1043.5566,2014
2014-03-30,130.03577777777775,34.3481297486023,25.861433333333334,104.17434444444446,2014
2014-03-31,217.72799999999998,-2.719675227554933,39.45663333333334,178.27136666666667,2014
2014-04-01,29.971999999999998,62.09831154684095,6.522399999999999,23.4496,2014
2014-04-02,243.09300000000005,48.379673379673385,67.89936666666667,175.19363333333334,2014
2014-04-03,77.81666666666666,70.83333333333333,28.5348,49.281866666666666,2014
2014-04-04,59.48049999999999,65.50617049359309,13.181512499999997,46.298987499999996,2014
2014-04-05,407.31523076923065,46.67069579533847,19.531107692307696,387.784123076923,2014
2014-04-06,126.97615384615384,31.434903100943867,23.039630769230765,103.93652307692308,2014
2014-04-07,204.234,60.35642567611878,61.01120000000001,143.22279999999998,2014
2014-04-08,279.82142857142856,21.082642904274774,51.406871428571435,228.41455714285715,2014
2014-04-11,212.80444444444444,41.627046902549495,58.14143333333334,154.66301111111113,2014
2014-04-12,318.6871666666667,38.714081577614266,25.44301666666666,293.24415,2014
2014-04-13,127.71520000000002,21.752620545073363,-76.95883999999998,204.67403999999996,2014
2014-04-15,147.35999999999999,55.168297923132,53.99999999999999,93.36,2014
2014-04-16,39.072,33.33333333333333,9.768,29.304000000000002,2014
2014-04-18,127.56649999999999,38.224179916355226,21.24217499999999,106.324325,2014
2014-04-19,68.49,77.11301044634378,29.1888,39.3012,2014
2014-04-20,312.6125,15.836827902977348,-48.61320000000002,361.2257,2014
2014-04-21,422.67999999999995,25.47169811320754,2.78775,419.89224999999993,2014
2014-04-22,128.876,73.51091379948204,62.393449999999994,66.48255,2014
2014-04-23,107.32999999999998,8.658879978418389,-0.0508833333333308,107.38088333333333,2014
2014-04-25,396.6656666666666,26.04322820706958,55.47785000000001,341.1878166666666,2014
2014-04-26,70.64200000000001,45.64897804334423,10.186249999999998,60.455750000000016,2014
2014-04-28,286.49733333333336,39.994787363141924,32.463022222222236,254.03431111111115,2014
2014-04-29,128.14066666666668,37.55707644596533,16.946899999999985,111.19376666666669,2014
2014-04-30,349.58,40.59514059514059,92.16519999999998,257.4148,2014
2014-05-02,253.06000000000003,15.59251559251559,45.97859999999999,207.08140000000003,2014
2014-05-03,24.21066666666667,68.67772750125688,9.6208,14.589866666666671,2014
2014-05-04,31.238666666666663,48.90537350423339,9.760399999999999,21.478266666666666,2014
2014-05-05,37.28242857142857,54.966042722022884,4.930442857142855,32.35198571428571,2014
2014-05-06,84.81866666666666,62.52271139063592,28.571933333333334,56.24673333333333,2014
2014-05-07,272.8375,39.78643100432661,53.95345,218.88405,2014
2014-05-08,1799.9699999999998,15.384615384615394,239.9960000000001,1559.9739999999997,2014
2014-05-09,65.74666666666666,54.95228590076504,15.862266666666669,49.8844,2014
2014-05-10,292.97487500000005,31.65427844851939,7.228249999999999,285.74662500000005,2014
2014-05-11,205.35024999999996,0.2220378940326544,-36.2011,241.55134999999996,2014
2014-05-12,367.423,14.632442814737207,-59.612750000000005,427.03575,2014
2014-05-13,149.73033333333333,30.283670757669835,-40.38061666666665,190.11095,2014
2014-05-14,310.88000000000005,8.108108108108102,23.31599999999999,287.5640000000001,2014
2014-05-16,144.64,7.245543415756184,10.425000000000004,134.215,2014
